tenant_id,event_id,animal_id,event_date,event_type,result,notes
default,RE_3244_HEAT_20260319,3244,2026-03-18,heat,detected,
default,RE_3244_INS_20260319,3244,2026-03-19,insemination,pregnant,method=AI bull=Гром
default,RE_3245_CALV_1,3245,2026-03-26,calving,normal,
default,RE_3246_CALV_1,3246,2025-04-06,calving,normal,
default,RE_3246_HEAT_20250707,3246,2025-07-06,heat,detected,
default,RE_3246_INS_20250707,3246,2025-07-07,insemination,pregnant,method=AI bull=Атлас
default,RE_3246_PREGCK_20250707,3246,2025-08-11,preg_check,pregnant,
default,RE_3246_DRY_1,3246,2026-02-05,dryoff,completed,
default,RE_3247_CALV_1,3247,2026-02-12,calving,assisted,
default,RE_3247_HEAT_20260420,3247,2026-04-19,heat,detected,
default,RE_3247_INS_20260420,3247,2026-04-20,insemination,open,method=AI bull=Дунай
default,RE_3248_CALV_2,3248,2025-10-27,calving,assisted,
default,RE_3248_HEAT_20251229,3248,2025-12-28,heat,detected,
default,RE_3248_INS_20251229,3248,2025-12-29,insemination,open,method=AI bull=Ермак
default,RE_3248_PREGCK_20251229,3248,2026-02-02,preg_check,open,
default,RE_3249_CALV_3,3249,2025-10-06,calving,normal,
default,RE_3249_HEAT_20251228,3249,2025-12-27,heat,detected,
default,RE_3249_INS_20251228,3249,2025-12-28,insemination,pregnant,method=AI bull=Атаман
default,RE_3249_PREGCK_20251228,3249,2026-02-01,preg_check,pregnant,
default,RE_3250_CALV_3,3250,2026-01-01,calving,normal,
default,RE_3250_HEAT_20260313,3250,2026-03-12,heat,detected,
default,RE_3250_INS_20260313,3250,2026-03-13,insemination,open,method=AI bull=Буран
default,RE_3250_PREGCK_20260313,3250,2026-04-17,preg_check,open,
default,RE_3251_CALV_3,3251,2025-11-09,calving,assisted,
default,RE_3251_HEAT_20260128,3251,2026-01-27,heat,missed,
default,RE_3251_INS_20260128,3251,2026-01-28,insemination,open,method=AI bull=Ермак
default,RE_3251_PREGCK_20260128,3251,2026-03-04,preg_check,open,
default,RE_3252_CALV_1,3252,2025-11-28,calving,normal,
default,RE_3252_HEAT_20260127,3252,2026-01-26,heat,detected,
default,RE_3252_INS_20260127,3252,2026-01-27,insemination,open,method=AI bull=Вихрь
default,RE_3252_PREGCK_20260127,3252,2026-03-03,preg_check,open,
default,RE_3253_CALV_4,3253,2026-03-03,calving,normal,
default,RE_3254_CALV_2,3254,2025-12-29,calving,assisted,
default,RE_3254_HEAT_20260308,3254,2026-03-07,heat,missed,
default,RE_3254_INS_20260308,3254,2026-03-08,insemination,pregnant,method=AI bull=Атаман
default,RE_3254_PREGCK_20260308,3254,2026-04-12,preg_check,pregnant,
default,RE_3255_CALV_4,3255,2025-11-14,calving,normal,
default,RE_3255_HEAT_20260127,3255,2026-01-26,heat,missed,
default,RE_3255_INS_20260127,3255,2026-01-27,insemination,open,method=AI bull=Ермак
default,RE_3255_PREGCK_20260127,3255,2026-03-03,preg_check,open,
default,RE_3256_CALV_1,3256,2025-04-08,calving,assisted,
default,RE_3256_HEAT_20250718,3256,2025-07-17,heat,detected,
default,RE_3256_INS_20250718,3256,2025-07-18,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3256_PREGCK_20250718,3256,2025-08-22,preg_check,pregnant,
default,RE_3256_DRY_1,3256,2026-02-07,dryoff,completed,
default,RE_3257_CALV_4,3257,2026-02-08,calving,normal,
default,RE_3258_CALV_4,3258,2026-03-23,calving,normal,
default,RE_3259_CALV_3,3259,2025-12-13,calving,assisted,
default,RE_3259_HEAT_20260303,3259,2026-03-02,heat,missed,
default,RE_3259_INS_20260303,3259,2026-03-03,insemination,pregnant,method=AI bull=Дунай
default,RE_3259_PREGCK_20260303,3259,2026-04-07,preg_check,pregnant,
default,RE_3260_CALV_3,3260,2026-02-21,calving,normal,
default,RE_3261_CALV_3,3261,2026-02-28,calving,assisted,
default,RE_3262_CALV_4,3262,2026-03-02,calving,normal,
default,RE_3263_CALV_1,3263,2025-05-31,calving,assisted,
default,RE_3263_HEAT_20250809,3263,2025-08-08,heat,detected,
default,RE_3263_INS_20250809,3263,2025-08-09,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3263_PREGCK_20250809,3263,2025-09-13,preg_check,pregnant,
default,RE_3263_DRY_1,3263,2026-04-01,dryoff,completed,
default,RE_3264_CALV_2,3264,2025-11-01,calving,normal,
default,RE_3264_HEAT_20260111,3264,2026-01-10,heat,detected,
default,RE_3264_INS_20260111,3264,2026-01-11,insemination,open,method=AI bull=Жигули
default,RE_3264_PREGCK_20260111,3264,2026-02-15,preg_check,open,
default,RE_3265_CALV_2,3265,2025-12-20,calving,normal,
default,RE_3265_HEAT_20260317,3265,2026-03-16,heat,detected,
default,RE_3265_INS_20260317,3265,2026-03-17,insemination,pregnant,method=AI bull=Кавказ
default,RE_3265_PREGCK_20260317,3265,2026-04-21,preg_check,pregnant,
default,RE_3266_CALV_2,3266,2026-02-01,calving,normal,
default,RE_3266_HEAT_20260416,3266,2026-04-15,heat,detected,
default,RE_3266_INS_20260416,3266,2026-04-16,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3266_PREGCK_20260416,3266,2026-05-21,preg_check,pregnant,
default,RE_3267_CALV_2,3267,2026-01-21,calving,normal,
default,RE_3267_HEAT_20260402,3267,2026-04-01,heat,detected,
default,RE_3267_INS_20260402,3267,2026-04-02,insemination,open,method=AI bull=Атаман
default,RE_3268_CALV_4,3268,2025-03-27,calving,normal,
default,RE_3268_HEAT_20250529,3268,2025-05-28,heat,detected,
default,RE_3268_INS_20250529,3268,2025-05-29,insemination,open,method=AI bull=Граф
default,RE_3268_PREGCK_20250529,3268,2025-07-03,preg_check,open,
default,RE_3268_DRY_4,3268,2026-01-26,dryoff,completed,
default,RE_3269_CALV_3,3269,2025-11-04,calving,normal,
default,RE_3269_HEAT_20260112,3269,2026-01-11,heat,missed,
default,RE_3269_INS_20260112,3269,2026-01-12,insemination,open,method=AI bull=Ермак
default,RE_3269_PREGCK_20260112,3269,2026-02-16,preg_check,open,
default,RE_3270_CALV_2,3270,2026-04-14,calving,normal,
default,RE_3271_CALV_3,3271,2025-12-14,calving,assisted,
default,RE_3271_HEAT_20260305,3271,2026-03-04,heat,missed,
default,RE_3271_INS_20260305,3271,2026-03-05,insemination,open,method=AI bull=Ермак
default,RE_3271_PREGCK_20260305,3271,2026-04-09,preg_check,open,
default,RE_3272_CALV_1,3272,2025-10-26,calving,normal,
default,RE_3272_HEAT_20260103,3272,2026-01-02,heat,detected,
default,RE_3272_INS_20260103,3272,2026-01-03,insemination,open,method=AI bull=Ермак
default,RE_3272_PREGCK_20260103,3272,2026-02-07,preg_check,open,
default,RE_3273_CALV_2,3273,2026-04-13,calving,assisted,
default,RE_3274_CALV_4,3274,2026-02-25,calving,normal,
default,RE_3274_HEAT_20260502,3274,2026-05-01,heat,detected,
default,RE_3274_INS_20260502,3274,2026-05-02,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3274_PREGCK_20260502,3274,2026-06-06,preg_check,pregnant,
default,RE_3275_CALV_3,3275,2025-11-29,calving,normal,
default,RE_3275_HEAT_20260224,3275,2026-02-23,heat,missed,
default,RE_3275_INS_20260224,3275,2026-02-24,insemination,open,method=AI bull=Атаман
default,RE_3275_PREGCK_20260224,3275,2026-03-31,preg_check,open,
default,RE_3276_CALV_2,3276,2026-01-22,calving,normal,
default,RE_3276_HEAT_20260417,3276,2026-04-16,heat,detected,
default,RE_3276_INS_20260417,3276,2026-04-17,insemination,open,method=AI bull=Ильич
default,RE_3277_CALV_2,3277,2025-06-12,calving,assisted,
default,RE_3277_HEAT_20250914,3277,2025-09-13,heat,detected,
default,RE_3277_INS_20250914,3277,2025-09-14,insemination,open,method=AI bull=Каскад
default,RE_3277_PREGCK_20250914,3277,2025-10-19,preg_check,open,
default,RE_3277_DRY_2,3277,2026-04-13,dryoff,completed,
default,RE_3278_CALV_1,3278,2026-04-20,calving,normal,
default,RE_3279_CALV_3,3279,2026-02-03,calving,normal,
default,RE_3279_HEAT_20260410,3279,2026-04-09,heat,missed,
default,RE_3279_INS_20260410,3279,2026-04-10,insemination,open,method=AI bull=Атаман
default,RE_3280_CALV_4,3280,2026-04-20,calving,normal,
default,RE_3281_CALV_1,3281,2026-03-16,calving,assisted,
default,RE_3282_CALV_2,3282,2025-06-13,calving,normal,
default,RE_3282_DRY_2,3282,2026-04-14,dryoff,completed,
default,RE_3283_CALV_3,3283,2026-01-02,calving,assisted,
default,RE_3283_HEAT_20260328,3283,2026-03-27,heat,missed,
default,RE_3283_INS_20260328,3283,2026-03-28,insemination,open,method=AI bull=Зевс
default,RE_3284_CALV_4,3284,2025-08-11,calving,normal,
default,RE_3284_HEAT_20251027,3284,2025-10-26,heat,detected,
default,RE_3284_INS_20251027,3284,2025-10-27,insemination,pregnant,method=AI bull=Жигули
default,RE_3284_PREGCK_20251027,3284,2025-12-01,preg_check,pregnant,
default,RE_3285_CALV_2,3285,2025-11-09,calving,assisted,
default,RE_3285_HEAT_20260112,3285,2026-01-11,heat,detected,
default,RE_3285_INS_20260112,3285,2026-01-12,insemination,open,method=AI bull=Зевс
default,RE_3285_PREGCK_20260112,3285,2026-02-16,preg_check,open,
default,RE_3286_CALV_4,3286,2026-03-12,calving,assisted,
default,RE_3287_CALV_3,3287,2026-02-06,calving,normal,
default,RE_3287_HEAT_20260412,3287,2026-04-11,heat,detected,
default,RE_3287_INS_20260412,3287,2026-04-12,insemination,open,method=AI bull=Ильич
default,RE_3288_CALV_2,3288,2026-03-13,calving,normal,
default,RE_3289_CALV_1,3289,2025-10-09,calving,normal,
default,RE_3289_HEAT_20251226,3289,2025-12-25,heat,detected,
default,RE_3289_INS_20251226,3289,2025-12-26,insemination,open,method=AI bull=Жигули
default,RE_3289_PREGCK_20251226,3289,2026-01-30,preg_check,open,
default,RE_3290_CALV_1,3290,2026-04-17,calving,normal,
default,RE_3291_CALV_2,3291,2026-04-04,calving,assisted,
default,RE_3292_CALV_1,3292,2026-02-16,calving,normal,
default,RE_3292_HEAT_20260427,3292,2026-04-26,heat,detected,
default,RE_3292_INS_20260427,3292,2026-04-27,insemination,open,method=natural bull=stockyard_bull_01
default,RE_3292_PREGCK_20260427,3292,2026-06-01,preg_check,open,
default,RE_3293_CALV_2,3293,2026-01-03,calving,normal,
default,RE_3293_HEAT_20260312,3293,2026-03-11,heat,missed,
default,RE_3293_INS_20260312,3293,2026-03-12,insemination,open,method=AI bull=Атаман
default,RE_3293_PREGCK_20260312,3293,2026-04-16,preg_check,open,
default,RE_3294_CALV_1,3294,2026-04-14,calving,normal,
default,RE_3295_CALV_1,3295,2026-04-14,calving,normal,
default,RE_3296_CALV_2,3296,2026-01-13,calving,normal,
default,RE_3296_HEAT_20260318,3296,2026-03-17,heat,detected,
default,RE_3296_INS_20260318,3296,2026-03-18,insemination,open,method=AI bull=Атаман
default,RE_3297_CALV_2,3297,2025-07-12,calving,normal,
default,RE_3298_CALV_3,3298,2025-09-01,calving,normal,
default,RE_3298_HEAT_20251128,3298,2025-11-27,heat,detected,
default,RE_3298_INS_20251128,3298,2025-11-28,insemination,pregnant,method=AI bull=Зевс
default,RE_3298_PREGCK_20251128,3298,2026-01-02,preg_check,pregnant,
default,RE_3299_CALV_4,3299,2025-06-12,calving,normal,
default,RE_3299_HEAT_20250913,3299,2025-09-12,heat,detected,
default,RE_3299_INS_20250913,3299,2025-09-13,insemination,open,method=AI bull=Витязь
default,RE_3299_PREGCK_20250913,3299,2025-10-18,preg_check,open,
default,RE_3299_DRY_4,3299,2026-04-13,dryoff,completed,
default,RE_3300_CALV_1,3300,2026-01-22,calving,normal,
default,RE_3300_HEAT_20260326,3300,2026-03-25,heat,detected,
default,RE_3300_INS_20260326,3300,2026-03-26,insemination,open,method=AI bull=Вихрь
default,RE_3301_CALV_4,3301,2025-10-04,calving,normal,
default,RE_3301_HEAT_20251226,3301,2025-12-25,heat,missed,
default,RE_3301_INS_20251226,3301,2025-12-26,insemination,open,method=AI bull=Жигули
default,RE_3301_PREGCK_20251226,3301,2026-01-30,preg_check,open,
default,RE_3302_CALV_1,3302,2026-03-04,calving,normal,
default,RE_3303_CALV_2,3303,2026-01-16,calving,normal,
default,RE_3303_HEAT_20260408,3303,2026-04-07,heat,detected,
default,RE_3303_INS_20260408,3303,2026-04-08,insemination,pregnant,method=AI bull=Вихрь
default,RE_3304_CALV_1,3304,2026-01-22,calving,assisted,
default,RE_3304_HEAT_20260406,3304,2026-04-05,heat,detected,
default,RE_3304_INS_20260406,3304,2026-04-06,insemination,open,method=AI bull=Дунай
default,RE_3305_CALV_4,3305,2026-02-04,calving,normal,
default,RE_3305_HEAT_20260413,3305,2026-04-12,heat,missed,
default,RE_3305_INS_20260413,3305,2026-04-13,insemination,open,method=AI bull=Жигули
default,RE_3306_CALV_1,3306,2025-06-12,calving,normal,
default,RE_3306_HEAT_20250825,3306,2025-08-24,heat,detected,
default,RE_3306_INS_20250825,3306,2025-08-25,insemination,open,method=AI bull=Орёл
default,RE_3306_PREGCK_20250825,3306,2025-09-29,preg_check,open,
default,RE_3306_DRY_1,3306,2026-04-13,dryoff,completed,
default,RE_3307_CALV_2,3307,2026-02-04,calving,assisted,
default,RE_3307_HEAT_20260406,3307,2026-04-05,heat,detected,
default,RE_3307_INS_20260406,3307,2026-04-06,insemination,open,method=AI bull=Каскад
default,RE_3307_PREGCK_20260406,3307,2026-05-11,preg_check,open,
default,RE_3308_CALV_2,3308,2026-01-12,calving,normal,
default,RE_3308_HEAT_20260410,3308,2026-04-09,heat,detected,
default,RE_3308_INS_20260410,3308,2026-04-10,insemination,open,method=AI bull=Кавказ
default,RE_3309_CALV_3,3309,2025-04-04,calving,normal,
default,RE_3309_HEAT_20250806,3309,2025-08-05,heat,detected,
default,RE_3309_INS_20250806,3309,2025-08-06,insemination,pregnant,method=AI bull=Атлас
default,RE_3309_PREGCK_20250806,3309,2025-09-10,preg_check,pregnant,
default,RE_3309_DRY_3,3309,2026-02-03,dryoff,completed,
default,RE_3310_CALV_2,3310,2026-02-20,calving,normal,
default,RE_3311_CALV_3,3311,2026-03-09,calving,assisted,
default,RE_3312_CALV_1,3312,2025-04-27,calving,normal,
default,RE_3312_HEAT_20250703,3312,2025-07-02,heat,detected,
default,RE_3312_INS_20250703,3312,2025-07-03,insemination,open,method=AI bull=Граф
default,RE_3312_PREGCK_20250703,3312,2025-08-07,preg_check,open,
default,RE_3312_DRY_1,3312,2026-02-26,dryoff,completed,
default,RE_3313_CALV_3,3313,2025-08-01,calving,normal,
default,RE_3313_HEAT_20251124,3313,2025-11-23,heat,detected,
default,RE_3313_INS_20251124,3313,2025-11-24,insemination,open,method=AI bull=Бой
default,RE_3313_PREGCK_20251124,3313,2025-12-29,preg_check,open,
default,RE_3314_CALV_1,3314,2025-04-04,calving,assisted,
default,RE_3314_HEAT_20250707,3314,2025-07-06,heat,detected,
default,RE_3314_INS_20250707,3314,2025-07-07,insemination,open,method=AI bull=Бой
default,RE_3314_PREGCK_20250707,3314,2025-08-11,preg_check,open,
default,RE_3314_DRY_1,3314,2026-02-03,dryoff,completed,
default,RE_3315_CALV_2,3315,2025-08-07,calving,normal,
default,RE_3315_HEAT_20251009,3315,2025-10-08,heat,detected,
default,RE_3315_INS_20251009,3315,2025-10-09,insemination,open,method=AI bull=Зорро
default,RE_3315_PREGCK_20251009,3315,2025-11-13,preg_check,open,
default,RE_3316_CALV_1,3316,2025-05-10,calving,normal,
default,RE_3316_HEAT_20250709,3316,2025-07-08,heat,detected,
default,RE_3316_INS_20250709,3316,2025-07-09,insemination,pregnant,method=AI bull=Атлас
default,RE_3316_PREGCK_20250709,3316,2025-08-13,preg_check,pregnant,
default,RE_3316_DRY_1,3316,2026-03-11,dryoff,completed,
default,RE_3317_CALV_1,3317,2025-10-03,calving,normal,
default,RE_3317_HEAT_20251207,3317,2025-12-06,heat,detected,
default,RE_3317_INS_20251207,3317,2025-12-07,insemination,open,method=AI bull=Кавказ
default,RE_3317_PREGCK_20251207,3317,2026-01-11,preg_check,open,
default,RE_3318_CALV_1,3318,2025-09-21,calving,assisted,
default,RE_3318_HEAT_20251121,3318,2025-11-20,heat,detected,
default,RE_3318_INS_20251121,3318,2025-11-21,insemination,open,method=AI bull=Ильич
default,RE_3318_PREGCK_20251121,3318,2025-12-26,preg_check,open,
default,RE_3319_CALV_2,3319,2025-12-06,calving,normal,
default,RE_3319_HEAT_20260222,3319,2026-02-21,heat,detected,
default,RE_3319_INS_20260222,3319,2026-02-22,insemination,pregnant,method=AI bull=Атаман
default,RE_3319_PREGCK_20260222,3319,2026-03-29,preg_check,pregnant,
default,RE_3320_CALV_1,3320,2026-02-23,calving,normal,
default,RE_3321_CALV_1,3321,2026-03-08,calving,normal,
default,RE_3322_CALV_1,3322,2025-10-09,calving,normal,
default,RE_3322_HEAT_20251224,3322,2025-12-23,heat,detected,
default,RE_3322_INS_20251224,3322,2025-12-24,insemination,open,method=AI bull=Зевс
default,RE_3322_PREGCK_20251224,3322,2026-01-28,preg_check,open,
default,RE_3323_CALV_2,3323,2026-01-31,calving,assisted,
default,RE_3324_CALV_2,3324,2026-04-12,calving,normal,
default,RE_3325_CALV_1,3325,2025-10-18,calving,normal,
default,RE_3325_HEAT_20251222,3325,2025-12-21,heat,detected,
default,RE_3325_INS_20251222,3325,2025-12-22,insemination,open,method=AI bull=Жигули
default,RE_3325_PREGCK_20251222,3325,2026-01-26,preg_check,open,
default,RE_3326_CALV_3,3326,2025-04-06,calving,normal,
default,RE_3326_HEAT_20250620,3326,2025-06-19,heat,detected,
default,RE_3326_INS_20250620,3326,2025-06-20,insemination,pregnant,method=AI bull=Витязь
default,RE_3326_PREGCK_20250620,3326,2025-07-25,preg_check,pregnant,
default,RE_3326_DRY_3,3326,2026-02-05,dryoff,completed,
default,RE_3327_CALV_1,3327,2025-04-14,calving,normal,
default,RE_3327_HEAT_20250718,3327,2025-07-17,heat,detected,
default,RE_3327_INS_20250718,3327,2025-07-18,insemination,open,method=AI bull=Ильич
default,RE_3327_PREGCK_20250718,3327,2025-08-22,preg_check,open,
default,RE_3327_DRY_1,3327,2026-02-13,dryoff,completed,
default,RE_3328_CALV_3,3328,2025-09-08,calving,normal,
default,RE_3328_HEAT_20251205,3328,2025-12-04,heat,missed,
default,RE_3328_INS_20251205,3328,2025-12-05,insemination,open,method=AI bull=Дунай
default,RE_3328_PREGCK_20251205,3328,2026-01-09,preg_check,open,
default,RE_3329_CALV_1,3329,2026-01-12,calving,normal,
default,RE_3329_HEAT_20260325,3329,2026-03-24,heat,detected,
default,RE_3329_INS_20260325,3329,2026-03-25,insemination,open,method=AI bull=Ермак
default,RE_3330_CALV_2,3330,2025-07-11,calving,normal,
default,RE_3330_HEAT_20251102,3330,2025-11-01,heat,detected,
default,RE_3330_INS_20251102,3330,2025-11-02,insemination,pregnant,method=AI bull=Граф
default,RE_3330_PREGCK_20251102,3330,2025-12-07,preg_check,pregnant,
default,RE_3331_CALV_2,3331,2025-06-14,calving,assisted,
default,RE_3331_HEAT_20250912,3331,2025-09-11,heat,detected,
default,RE_3331_INS_20250912,3331,2025-09-12,insemination,pregnant,method=AI bull=Каскад
default,RE_3331_PREGCK_20250912,3331,2025-10-17,preg_check,pregnant,
default,RE_3331_DRY_2,3331,2026-04-15,dryoff,completed,
default,RE_3332_CALV_2,3332,2026-03-10,calving,assisted,
default,RE_3333_CALV_4,3333,2025-09-11,calving,normal,
default,RE_3333_HEAT_20251130,3333,2025-11-29,heat,detected,
default,RE_3333_INS_20251130,3333,2025-11-30,insemination,open,method=AI bull=Гром
default,RE_3333_PREGCK_20251130,3333,2026-01-04,preg_check,open,
default,RE_3334_CALV_2,3334,2025-04-16,calving,assisted,
default,RE_3334_HEAT_20250822,3334,2025-08-21,heat,detected,
default,RE_3334_INS_20250822,3334,2025-08-22,insemination,open,method=AI bull=Граф
default,RE_3334_PREGCK_20250822,3334,2025-09-26,preg_check,open,
default,RE_3334_DRY_2,3334,2026-02-15,dryoff,completed,
default,RE_3335_CALV_4,3335,2025-06-09,calving,assisted,
default,RE_3335_HEAT_20250917,3335,2025-09-16,heat,detected,
default,RE_3335_INS_20250917,3335,2025-09-17,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3335_PREGCK_20250917,3335,2025-10-22,preg_check,pregnant,
default,RE_3335_DRY_4,3335,2026-04-10,dryoff,completed,
default,RE_3336_CALV_3,3336,2026-04-12,calving,normal,
default,RE_3337_CALV_2,3337,2026-03-24,calving,normal,
default,RE_3338_CALV_2,3338,2025-12-27,calving,normal,
default,RE_3338_HEAT_20260304,3338,2026-03-03,heat,missed,
default,RE_3338_INS_20260304,3338,2026-03-04,insemination,pregnant,method=AI bull=Ильич
default,RE_3338_PREGCK_20260304,3338,2026-04-08,preg_check,pregnant,
default,RE_3339_CALV_2,3339,2025-12-10,calving,normal,
default,RE_3339_HEAT_20260309,3339,2026-03-08,heat,missed,
default,RE_3339_INS_20260309,3339,2026-03-09,insemination,open,method=AI bull=Ермак
default,RE_3339_PREGCK_20260309,3339,2026-04-13,preg_check,open,
default,RE_3340_CALV_2,3340,2025-11-02,calving,assisted,
default,RE_3340_HEAT_20260102,3340,2026-01-01,heat,missed,
default,RE_3340_INS_20260102,3340,2026-01-02,insemination,pregnant,method=AI bull=Атаман
default,RE_3340_PREGCK_20260102,3340,2026-02-06,preg_check,pregnant,
default,RE_3341_CALV_1,3341,2025-04-29,calving,assisted,
default,RE_3341_DRY_1,3341,2026-02-28,dryoff,completed,
default,RE_3342_CALV_1,3342,2026-03-16,calving,assisted,
default,RE_3343_CALV_3,3343,2025-12-10,calving,normal,
default,RE_3343_HEAT_20260302,3343,2026-03-01,heat,missed,
default,RE_3343_INS_20260302,3343,2026-03-02,insemination,pregnant,method=AI bull=Жигули
default,RE_3343_PREGCK_20260302,3343,2026-04-06,preg_check,pregnant,
default,RE_3344_CALV_1,3344,2026-03-07,calving,normal,
default,RE_3345_CALV_2,3345,2026-03-01,calving,normal,
default,RE_3346_CALV_4,3346,2026-01-08,calving,assisted,
default,RE_3346_HEAT_20260328,3346,2026-03-27,heat,detected,
default,RE_3346_INS_20260328,3346,2026-03-28,insemination,pregnant,method=AI bull=Атаман
default,RE_3347_CALV_1,3347,2025-04-08,calving,normal,
default,RE_3347_HEAT_20250713,3347,2025-07-12,heat,detected,
default,RE_3347_INS_20250713,3347,2025-07-13,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3347_PREGCK_20250713,3347,2025-08-17,preg_check,pregnant,
default,RE_3347_DRY_1,3347,2026-02-07,dryoff,completed,
